name,value,desc,
s==20|beautyTreasureCopyCD,s==1|2,s==26|Trân Kỳ Thám Bảo Phục Khắc,
s==22|beautyTreasureCopyShow,s==29|4050|1177|2149|2128|1468|2162,s==26|Trân Kỳ Thám Bảo Phục Khắc,
s==12|FirstWeekMem,s==4|2048,s==16|Liên Quan Bộ Nhớ,
s==13|SecondWeekMem,s==4|2048,s==16|Liên Quan Bộ Nhớ,
s==12|ThirdWeekMem,s==4|2048,s==16|Liên Quan Bộ Nhớ,
s==15|BaseActivityMem,s==3|300,s==16|Liên Quan Bộ Nhớ,
s==9|PlayerMem,s==1|1,s==16|Liên Quan Bộ Nhớ,
s==15|wudaoRewardList,s==27|2|19574,2|19830,2|3014,1|68,s==33|Võ Đạo Đại Hội / Chư Hầu Tranh Bá,
s==15|wudaoChangeMail,s==4|1793,s==14|Võ Đạo Đại Hội,
s==19|wudaoSection1battle,s==4|8038,s==14|Võ Đạo Đại Hội,
s==23|wudaoSection1ShowReward,s==21|2|3008|1,1|9|1,1|68|1,s==14|Võ Đạo Đại Hội,
s==19|wudaoSection1reward,s==4|1600,s==14|Võ Đạo Đại Hội,
s==18|wudaoSection1Recod,s==2|30,s==14|Võ Đạo Đại Hội,
s==23|commonPointBattleReward,s==4|1631,s==14|Võ Đạo Đại Hội,
s==21|highPointBattleReward,s==4|1621,s==14|Võ Đạo Đại Hội,
s==22|commonPassBattleReward,s==4|1650,s==14|Võ Đạo Đại Hội,
s==20|highPassBattleReward,s==4|1640,s==14|Võ Đạo Đại Hội,
s==28|areaCommonRewardBattleReward,s==4|1670,s==14|Võ Đạo Đại Hội,
s==26|areaHighRewardBattleReward,s==4|1660,s==14|Võ Đạo Đại Hội,
s==26|areaCommonPassBattleReward,s==4|1691,s==14|Võ Đạo Đại Hội,
s==24|areaHighPassBattleReward,s==4|1681,s==14|Võ Đạo Đại Hội,
s==17|wudaoSection1time,s==15|1|10:00,2|20:40,s==14|Võ Đạo Đại Hội,
s==19|duelPassBattleTime4,s==23|12:30|20:30,12:15|20:15,s==14|Võ Đạo Đại Hội,
s==19|duelPassBattleTime5,s==23|12:30|20:30,12:15|20:15,s==14|Võ Đạo Đại Hội,
s==19|duelPassBattleTime6,s==23|12:30|20:30,12:15|20:15,s==14|Võ Đạo Đại Hội,
s==22|wudaoSection1challenge,s==1|3,s==14|Võ Đạo Đại Hội,
s==16|wudaoSection1buy,s==1|2,s==14|Võ Đạo Đại Hội,
s==18|wudaoSection1spend,s==14|1|9|50,1|9|100,s==14|Võ Đạo Đại Hội,
s==18|wudaoSection1Award,s==21|2|3008|1,1|9|1,1|68|1,s==14|Võ Đạo Đại Hội,
s==17|wudaoSection1week,s==1|1,s==14|Võ Đạo Đại Hội,
s==14|wudaoPipeitime,s==1|2,s==14|Võ Đạo Đại Hội,
s==18|duelBattleAddPoint,s==3|100,s==14|Võ Đạo Đại Hội,
s==18|duelBattleWinPoint,s==3|100,s==14|Võ Đạo Đại Hội,
s==19|duelBattleLosePoint,s==1|0,s==14|Võ Đạo Đại Hội,
s==22|areaDuelBattleAddPoint,s==3|100,s==14|Võ Đạo Đại Hội,
s==22|areaDuelBattleWinPoint,s==3|100,s==14|Võ Đạo Đại Hội,
s==23|areaDuelBattleLosePoint,s==1|0,s==14|Võ Đạo Đại Hội,
s==19|duelPointBattleTime,s==11|10:00|19:40,s==14|Võ Đạo Đại Hội,
s==17|duelAreaPointTime,s==11|10:00|19:40,s==14|Võ Đạo Đại Hội,
s==21|wudaoSignPosterAward1,s==30|2|1001|1,1|68|1,1|9|1,2|3008|1,s==14|Võ Đạo Đại Hội,
s==21|wudaoSignPosterAward2,s==27|1|9|1,1|68|1,1|9|1,2|1004|1,s==14|Võ Đạo Đại Hội,
s==21|wudaoSignPosterAward3,s==32|1|9|1,1|68|1,2|19574|1,2|19830|1,s==14|Võ Đạo Đại Hội,
s==20|wudaoSignPosterDelay,s==1|4,s==14|Võ Đạo Đại Hội,
s==24|duelBattlePointGuessRank,s==2|64,s==14|Võ Đạo Đại Hội,
s==14|wudaoTaskLimit,s==1|5,s==14|Võ Đạo Đại Hội,
s==20|wudaoSelectBattleNum,s==2|15,s==14|Võ Đạo Đại Hội,
s==17|duelPassBattleNum,s==2|17,s==14|Võ Đạo Đại Hội,
s==13|duelBattleNum,s==2|17,s==14|Võ Đạo Đại Hội,
s==14|wudaoLikeAward,s==7|1|68|10,s==14|Võ Đạo Đại Hội,
s==12|wudaoLikeNum,s==1|6,s==14|Võ Đạo Đại Hội,
s==18|wudaoRankLikeAward,s==7|1|68|10,s==14|Võ Đạo Đại Hội,
s==15|wudaoRivalaward,s==23|2,19573|2,3014|1,9|1,68,s==14|Võ Đạo Đại Hội,
s==16|wudaoRankLikeNum,s==1|3,s==14|Võ Đạo Đại Hội,
s==16|wudaoCrossServer,s==2|13,s==14|Võ Đạo Đại Hội,
s==15|wudaoOpenServer,s==1|0,s==14|Võ Đạo Đại Hội,
s==16|wudaoMergeServer,s==1|3,s==14|Võ Đạo Đại Hội,
s==18|wudaoBattleCodeNum,s==2|72,s==14|Võ Đạo Đại Hội,
s==14|wudaoBanShield,s==3|aaa,s==14|Võ Đạo Đại Hội,
s==20|wudaoGambleLimitTime,s==23|18:00|20:15,18:00|20:15,s==14|Võ Đạo Đại Hội,
s==19|wudaoArrayLimitTime,s==23|18:00|20:20,18:00|20:20,s==14|Võ Đạo Đại Hội,
s==24|wudaoHeroGambleLimitTime,s==23|18:00|20:15,18:00|20:15,s==14|Võ Đạo Đại Hội,
s==23|wudaoHeroArrayLimitTime,s==23|18:00|20:20,18:00|20:20,s==14|Võ Đạo Đại Hội,
s==16|wudaoSelectPoint,s==5|13000,s==14|Võ Đạo Đại Hội,
s==20|wudaoSpecialPrestige,s==6|195730,s==24|Đại Hội Võ Đạo/Danh Hiệu,
s==15|wudaoPopularity,s==3|4|8,s==14|Võ Đạo Đại Hội,
s==13|ChongyangSign,s==6|1|9|50,s==21|Hoạt động Trùng Dương,
s==14|ChongyangGroup,s==19|2600|2601|2602|2603,s==21|Hoạt động Trùng Dương,
s==14|ChongyangMould,s==8|2|1186|1,s==21|Hoạt động Trùng Dương,
s==13|ChongyangTime,s==1|3,s==21|Hoạt động Trùng Dương,
s==17|dailyCopyDiscount,s==3|0.8,s==19|Phó bản thường nhật,
s==9|Shenbing2,s==9|3010|3090,s==21|Thần Binh Hoạt Động 2,
s==18|unionGateLvRequire,s==1|0,s==16|Tiên Môn Ảo Cảnh,
s==17|unionGateLvReward,s==14|10|1,20|2,60|3,s==16|Tiên Môn Ảo Cảnh,
s==18|unionGateFightTurn,s==2|17,s==16|Tiên Môn Ảo Cảnh,
s==20|unionGateShareReward,s==6|1|9|50,s==16|Tiên Môn Ảo Cảnh,
s==18|unionGateHeroScale,s==4|8000,s==16|Tiên Môn Ảo Cảnh,
s==22|unionGateHeroShowScale,s==5|10000,s==16|Tiên Môn Ảo Cảnh,
s==20|mysteryShopRecordNum,s==2|50,s==19|Thần Bí Thương Điếm,
s==17|ChongyangTreasure,s==7|2604|50,s==21|Hoạt động Trùng Dương,
s==18|kittyFreeWaterTime,s==1|3,s==17|Xuân Vũ Tịnh Linh,
s==13|kittyWaterRes,s==8|2|1119|1,s==15|Lục Ý Ảnh Nhiên,
s==15|kittyWindowTime,s==5|10800,s==33|Xuân Ý Ảnh Nhiên Hoạt Động Cửa Sổ,
s==13|springPrayNum,s==1|3,s==20|Noãn Xuân Cẩm Nguyện,
s==11|FengmoTask2,s==11|36000|36050,s==18|Quần Ma Phân Tranh,
s==15|eastWarBoxOpen2,s==8|2|1189|1,s==19|Đạp Lãng Đông Chinh,
s==16|eastWarMaterial2,s==35|2|1191|2,2|1192|4,2|1193|2,2|1194|2,s==19|Đạp Lãng Đông Chinh,
s==10|eastWarId2,s==4|1190,s==19|Đạp Lãng Đông Chinh,
s==17|eastWarMadevalue2,s==2|12,s==19|Đạp Lãng Đông Chinh,
s==17|eastWarFreeTimes2,s==1|1,s==19|Đạp Lãng Đông Chinh,
s==23|eastWarCoincidenceTime2,s==4|3600,s==19|Đạp Lãng Đông Chinh,
s==17|WishstarLowestNum,s==3|100,s==21|Nguyện khởi tinh thần,
s==18|Wishstar50Discount,s==3|0.9,s==21|Nguyện khởi tinh thần,
s==23|crossHeroRivalReadyTime,s==2|15,s==31|Xuyên Máy Chủ Đỉnh Trung Nguyên,
s==23|crossHeroRivalGuessTime,s==2|60,s==31|Xuyên Máy Chủ Đỉnh Trung Nguyên,
s==24|crossHeroRivalBattleTime,s==3|120,s==31|Xuyên Máy Chủ Đỉnh Trung Nguyên,
s==17|swimParkLowestNum,s==3|100,s==17|Du Viên Kinh Mộng,
s==18|swimPark50Discount,s==3|0.9,s==17|Du Viên Kinh Mộng,
s==15|shiyiArticleNum,s==1|8,s==18|Thiên Đăng Tập Thị,
s==12|shiyiBalance,s==2|16,s==18|Thiên Đăng Tập Thị,
s==12|guangJiaMark,s==1|1,s==18|Quản Gia Độc Quyền,
s==14|guanJiaMinShow,s==3|0.2,s==18|Quản Gia Độc Quyền,
s==20|pvpFastDoTaskScore  ,s==1|6,s==18|Quản Gia Độc Quyền,
s==11|PinkSpineId,s==4|1023,s==15|Hiệu Ứng Đạo Cụ,
s==18|pathwayItemDelTime,s==10|1636732800,s==18|Gói Quà Đường Nhận,
s==24|adventureEnableAutoVipLv,s==1|4,s==6|Kỳ Ngộ,
s==14|SpecialMoneyId,s==8|88888888,s==7|Thẻ Nạp,
s==15|SpecialMoneyNum,s==6|999999,s==7|Thẻ Nạp,
s==17|SpecialMoneyScale,s==2|10,,
s==9|ganenSign,s==6|1|9|50,s==16|Hoạt Động Tri Ân,
s==10|ganenMould,s==8|2|1201|1,s==16|Hoạt Động Tri Ân,
s==9|ganenTime,s==1|3,s==16|Hoạt Động Tri Ân,
s==10|ganenGroup,s==19|2720|2721|2722|2723,s==16|Hoạt Động Tri Ân,
s==13|ganenTreasure,s==7|2724|50,s==16|Hoạt Động Tri Ân,
s==10|GanenPoint,s==1|1,s==16|Hoạt Động Tri Ân,
s==21|weChatNoSendStartHour,s==1|0,s==16|Thông Báo WeChat,
s==19|weChatNoSendEndHour,s==1|8,s==16|Thông Báo WeChat,
s==18|weChatIntervalTime,s==1|2,s==16|Thông Báo WeChat,
s==18|weChatdailySendNum,s==1|3,s==16|Thông Báo WeChat,
s==14|wechatNeedHour,s==1|4,s==16|Thông Báo WeChat,
s==19|FlowerFireBattleNum,s==1|3,s==17|Hoa Hỏa Thiên Thụ,
s==19|FlowerfireLowestNum,s==3|100,s==17|Hoa Hỏa Thiên Thụ,
s==20|Flowerfire50Discount,s==3|0.9,s==17|Hoa Hỏa Thiên Thụ,
s==23|FlowerFireBattleBuyCost,s==6|50|100,s==17|Hoa Hỏa Thiên Thụ,
s==21|FlowerfireBattleRound,s==1|8,s==17|Hoa Hỏa Thiên Thụ,
s==16|weChatFirstShare,s==39|1|9|200,2|3008|50,1|8|880000,2|1001|200,s==19|Chia Sẻ Vòng Bạn Bè,
s==16|weChatDayToShare,s==28|1|9|50,2|1001|200,1|8|500000,s==19|Chia Sẻ Vòng Bạn Bè,
s==15|weChatShareTime,s==4|3|30,s==19|Chia Sẻ Vòng Bạn Bè,
s==13|programReward,s==10|2|23402|30,,
s==22|GreatCitySignShowAward,s==8|2|1004|9,s==20|Thanh Minh hoạt động,
s==20|GreatCityChangeAward,s==1|1,s==20|Thanh Minh hoạt động,
s==17|GreatCityDiceTime,s==4|7200,s==20|Thanh Minh hoạt động,
s==20|GreatCityDiceUpLimit,s==2|10,s==20|Thanh Minh hoạt động,
s==20|GreatCityLotteryCost,s==4|1218,s==20|Thanh Minh hoạt động,
s==18|greatCityAllEggNum,s==2|30,s==20|Thanh Minh hoạt động,
s==17|wudaoOpenInletDay,s==2|45,s==13|Tỷ Võ Đại Hội,
s==20|heroProContrastLimit,s==10|10|1.3|0.1,s==20|Thuộc Tính Đối Chiếu,
s==25|heroProContrastBSProLimit,s==7|6,15000,s==20|Thuộc Tính Đối Chiếu,
s==12|mineTQAddNum,s==1|2,s==24|Khoáng Trường Chiếm Đoạt,
s==17|mineTQAddAwardPro,s==4|1000,s==24|Khoáng Trường Chiếm Đoạt,
s==9|boomPoint,s==4|1207,s==20|Thanh Minh hoạt động,
s==20|GreatCityGoldDiceNum,s==1|1,s==20|Thanh Minh hoạt động,
s==20|GreatCityGoldDiceBuy,s==22|1|9|50,1|9|100,1|9|200,s==20|Thanh Minh hoạt động,
s==16|GreatCityDiceNum,s==2|10,s==20|Thanh Minh hoạt động,
s==11|CompeteReam,s==6|1208,1,s==8|Đế Vương,
s==15|CompeteReamTime,s==1|1,s==8|Đế Vương,
s==14|shareHeroLimit,s==5|1|100,s==24|Hạn Chế Chia Sẻ Võ Tướng,
s==15|GreatCityDiceID,s==4|1209,s==20|Thanh Minh hoạt động,
s==19|GreatCityGoldDiceID,s==4|1210,s==20|Thanh Minh hoạt động,
s==13|YuandanPacket,s==7|1|9|888,s==17|Nguyên Đán Lễ Bao,
s==21|atkWithEmployNumLimit,s==1|2,s==24|Khoáng Trường Chiếm Đoạt,
s==15|countryWarGuide,s==24|1:50|2:50|3:50|4:50|5:50,s==10|Quốc Chiến,
s==20|artifactSkillLimitLv,s==2|15,s==23|Thần Binh/Phá Vỡ Cấp Độ,
s==22|treasureQualityLimirLv,s==2|55,s==21|Bảo Vật/Phá Vỡ Cấp Độ,
s==16|levelPromoveMail,s==4|1822,s==13|Phá Vỡ Cấp Độ,
s==12|xinChunPoint,s==20|2|1217|1,1|9|10,1500,s==18|Hỷ nghênh tân xuân,
s==18|yuanxiaoMakeChance,s==1|5,s==23|Thượng Nguyên minh tiêu,
s==16|yuanxiaoMakeTime,s==3|0.5,s==23|Thượng Nguyên minh tiêu,
s==18|yuanxiaoFinishTime,s==3|1.5,s==23|Thượng Nguyên minh tiêu,
s==17|YuanxiaoLikeAward,s==9|2|30035|1,s==23|Thượng Nguyên minh tiêu,
s==12|YuanxiaoLike,s==2|18,s==23|Thượng Nguyên minh tiêu,
s==15|YuanxiaoLottery,s==4|1220,s==23|Thượng Nguyên minh tiêu,
s==17|YuanxiaoEveryTime,s==2|60,s==23|Thượng Nguyên minh tiêu,
s==18|YuanxiaoGiveFlower,s==8|2|1221|1,s==23|Thượng Nguyên minh tiêu,
s==18|FengxiangDyaReward,s==32|2|1003|1,2|1001|200,1|8|500000,2,s==21|Thưởng Chia Sẻ WeChat,
s==12|LotteryLimit,s==5|99999,,
s==21|specialRecordMinPower,s==8|10000000,s==21|Xuất Dữ Liệu Trận Ghi,
s==21|specialRecordPowerPer,s==3|0.2,s==13|Xuất Trận Ghi,
s==13|refineReplace,s==2|50,s==19|Tinh Luyện Trang Bị,
s==15|RefineOpenLevel,s==3|6|4,s==19|Tinh Luyện Trang Bị,
s==19|battleShareRange   ,s==3|120,s==35|Hạn Chế Chia Sẻ Trận Báo Trò Chuyện,
s==21|battleShareCountLimit,s==1|5,s==35|Hạn Chế Chia Sẻ Trận Báo Trò Chuyện,
s==19|battleShareCoolTime,s==3|600,s==35|Hạn Chế Chia Sẻ Trận Báo Trò Chuyện,
s==18|RefineProtectLevel,s==9|1|2|3|4|5,s==19|Tinh Luyện Trang Bị,
s==13|QQSaveDesktop,s==79|1|9|100,2|1003|5,1|8|500000,1|10|100000,2|1001|200,2|1005|10,2|1019|5,2|1027|20,s==24|Giao Diện Lưu Trữ Thủ Du,
s==12|QqFriendsRed,s==2|15,s==17|Phân Hồng Hữu Hữu,
s==12|QqShareCanal,s==188|hkw:1770|qkw:1890|hml:1770|hm2:1770|hyq:1770|hbq:1770|hb1:1770|hlw:1770|hly:1770|hlz:1770|hl2:1770|hxy:1770|hx2:1770|hsh:1770|hs1:1770|hsy:1770|hy1:1770|hy2:1770|hdj:1770|hxx:1770|dev:1770,s==20|Kênh Chia Sẻ Hữu Hữu,
s==19|HeroPalaceStarLimit,s==2|10,s==12|Quân Chủ Phủ,
s==21|heroPalaceNeedTitleLv,s==1|5,s==12|Quân Chủ Phủ,
s==23|heroPalaceDefaultHeroId,s==5|30064,s==12|Quân Chủ Phủ,
s==28|heroPalaceDefaultHerodressId,s==11|14001|15001,s==12|Quân Chủ Phủ,
s==20|heroPromoteLevelStar,s==19|11:1|12:3|13:5|14:7,s==26|Quân Chủ Phủ/Phá Vỡ Cấp Độ,
s==19|heroPromoteLevelMax,s==3|430,s==26|Quân Chủ Phủ/Phá Vỡ Cấp Độ,
s==19|heroPromoteUnlockLv,s==3|350,s==26|Quân Chủ Phủ/Phá Vỡ Cấp Độ,
s==20|heroPromoteUnlockNum,s==1|6,s==26|Quân Chủ Phủ/Phá Vỡ Cấp Độ,
s==21|mergeActivityOpenDays,s==2|17,s==18|Hợp Phục Hoạt Động,
s==15|proFusionReward,s==47|1|9|500,1|8|2000000,2|1003|10,2|1014|2,2|1004|2,s==15|Dự báo hợp phục,
s==11|LonghuPoint,s==20|2|1249|1,1|9|10,1500,s==18|Hỷ nghênh tân xuân,
s==16|HefuChallageTime,s==1|3,s==17|Hợp Phục Chiến Bá,
s==19|HefuChallageBuyTime,s==11|100|100|100,s==17|Hợp Phục Chiến Bá,
s==10|HefuBossId,s==6|121101,s==17|Hợp Phục Chiến Bá,
s==23|newArtifactTreasureCost,s==8|2|1253|1,s==23|Thần Binh Mới Hoạt Động,
s==18|heroUpStarlvNeed14,s==3|190,s==27|Hiển Thị Thăng Sao Võ Tướng,
s==21|heroUpStarlevelNeed14,s==5|200|6,s==19|Võ tướng thăng tinh,
s==14|fishFinishTime,s==4|1800,s==14|Chu Mạt Cẩm Lý,
s==12|oneKeyUpStar,s==7|2505600,s==19|Nhất Khóa Thăng Sao,
s==12|JieRiHongBao,s==7|1|9|888,s==12|Lì xì lễ hội,
s==22| battleTowerFasterWave,s==8|3|10|300,s==16|Thông Thiên Tháp,
s==11|CSD_OpenDay,s==2|30,s==19|Liên Phục Thiết Phá,
s==7|CSD_CD1,s==2|10,s==42|Thông Tin Người Chơi - Liên Phục Thiết Phá,
s==7|CSD_CD2,s==2|10,s==39|Giao Diện Hữu Hữu - Liên Phục Thiết Phá,
s==14|CSD_PLAYER_NUM,s==2|10,s==39|Giao Diện Hữu Hữu - Liên Phục Thiết Phá,
s==17|OpenServiceReward,s==29|2|1456|1,2|1004|2,2|1001|1000,s==34|Lễ Bao Khai Phục (Thần Ma Tự Chọn),
s==16|OpenServiceMoney,s==3|328,s==34|Lễ Bao Khai Phục (Thần Ma Tự Chọn),
s==15|OpenServiceTime,s==1|2,s==34|Lễ Bao Khai Phục (Thần Ma Tự Chọn),
s==11|jinliRecord,s==2|50,s==14|Chu Mạt Cẩm Lý,
s==12|shenMoSelect,s==11|24508|25504,s==16|Thần ma lâm hiện,
s==16|LotteryRecordNum,s==2|30,s==18|Lịch Sử Rút Thưởng,
s==16|LaborDayArrowNum,s==1|7,s==16|Ngũ Nhất Xạ Tiễn,
s==16|LaborDayArrowBuy,s==18|50|150|200|250|300,s==16|Ngũ Nhất Xạ Tiễn,
s==17|LaborDayLuckTimes,s==3|1.3,s==32|Rút Thưởng Ngày Quốc Tế Lao Động,
s==16|treasureExchange,s==1|5,s==27|Chuyển Hóa Tinh Hoa Bảo Vật,
s==18|treasureExchangeLi,s==5|10000,s==27|Chuyển Hóa Tinh Hoa Bảo Vật,
s==17|unionMailNumLimit,s==3|100,s==13|Thư Quân Đoàn,
s==21|heroPalaceReturnSkill,s==7|1|9|200,s==12|Quân Chủ Phủ,
s==22|heroPromoteLevelServer,s==2|40,s==26|Quân Chủ Phủ/Phá Vỡ Cấp Độ,
s==17|WishstarLuckTimes,s==3|1.3,s==34|Nguyện Khởi Tinh Thần - Rút Thưởng,
s==14|HeroPalaceTest,s==1|1,s==12|Quân Chủ Phủ,
s==17|FightAwardLvBreak,s==3|200,s==35|Thưởng Chinh Chiến / Đột Phá Cấp Độ,
s==18|RunelotteryFreeNum,s==1|1,s==17|Tế Đàn Thanh Long,
s==19|RuneLotteryFloorNum,s==2|10,s==17|Tế Đàn Thanh Long,
s==22|RuneTenLotteryFloorNum,s==2|10,s==17|Tế Đàn Thanh Long,
s==13|runeFirstGet ,s==5|70065,s==17|Tế Đàn Thanh Long,
s==16|advanceEnterGame,s==6|tw:600,s==17|Nhu Cầu Hải Ngoại,
s==16|zongqingGameTime,s==2|20,s==18|Tống tình cửu châu,
s==15|zongqingGameBuy,s==7|100|200,s==18|Tống tình cửu châu,
s==17|zongqingLuckTimes,s==3|1.3,s==18|Tống tình cửu châu,
s==17|zongqingTicketNum,s==1|2,s==18|Tống tình cửu châu,
s==17|DragonWarOpenTime,s==4|6:00,s==17|Long Môn Đấu Trận,
s==17|DragonWarOverTime,s==5|23:00,s==17|Long Môn Đấu Trận,
s==23|DragonWarSettlementTime,s==7|1|00:00,s==17|Long Môn Đấu Trận,
s==13|DragonWarIcon,s==27|2|71002,2|71003,2|1056,1|72,s==17|Long Môn Đấu Trận,
s==14|DragonWarITips,s==107|<outline color=#491c2b=1><color=#00ff00>Mỗi tuần</c><outline color=#491c2b=1>reset，tham gia nhận được符文</c>,s==17|Long Môn Đấu Trận,
s==13|DragonWarCamp,s==19|2:1,3:2,4:3,1:4,0:5,s==17|Long Môn Đấu Trận,
s==18|DragonWarGainPoint,s==4|6780,s==17|Long Môn Đấu Trận,
s==19|dragonWarFloorLimit,s==4|5|14,s==17|Long Môn Đấu Trận,
s==17|DragonWarTopThree,s==17|21101|22101|23101,s==17|Long Môn Đấu Trận,
s==23|RuneLotteryResetQuality,s==1|5,s==17|Tế Đàn Thanh Long,
s==17|hefuBattleReward1,s==18|1|17|50,2|1006|500,s==22|Chiến Tranh Song Thành,
s==21|zongqingGameLineLimit,s==2|20,s==18|Tống tình cửu châu,
s==21|zongqingGameEveryDrop,s==3|1|3,s==18|Tống tình cửu châu,
s==24|zongqingGameDropInterval,s==1|1,s==18|Tống tình cửu châu,
s==19|RuneRefineNatureNum,s==1|4,s==7|Phù văn,
s==10|RuneInitLv,s==1|0,s==7|Phù văn,
s==16|RuneInitRefineLv,s==1|0,s==7|Phù văn,
s==10|wudaojinji,s==2|16,s==18|Đại Hội Võ Đấu Mới,
s==17|biwutaotaisaitime,s==11|18:00|20:15,s==18|Đại Hội Võ Đấu Mới,
s==11|wudaoMaxNum,s==3|256,s==18|Đại Hội Võ Đấu Mới,
s==16|playerNameLength,s==22|cn:2|6,vn:2|16,id:2|16,s==18|Độ Dài Tên Tạo Mới,
s==17|SwimparkLuckTimes,s==3|1.3,s==17|Du Viên Kinh Mộng,
s==19|FlowerfireLuckTimes,s==3|1.3,s==17|Hoa Hỏa Thiên Thụ,
s==20|RuneLotteryWatchIcon,s==41|70113|70117|70121|70125|70129|70133|70137,s==17|Tế Đàn Thanh Long,
s==9|crossNum8,s==1|8,s==17|Long Môn Đấu Trận,
s==20|treasureUpgradeReset,s==3|500,s==7|Bảo vật,
s==15|heroReportPara1,s==2|80,s==18|Bình Luận Võ Tướng,
s==15|heroReportPara2,s==2|70,s==18|Bình Luận Võ Tướng,
s==15|heroReportTimes,s==2|10,s==18|Bình Luận Võ Tướng,
s==24|heroPlaceDressUnlockCost,s==8|1|9|3000,s==19|Trang Phục Đế Vương,
s==15|DragonWarUnrank,s==13|Chưa Lên Bảng,s==17|Long Môn Đấu Trận,
s==17|douyinShareReward,s==9|2|1001|10,s==14|Chia Sẻ Đấu Âm,
s==10|junzhenNum,s==1|6,s==9|Quân Trận,
s==10|TwGoldgift,s==17|GOLD1|GOLD2|GOLD3,s==13|Đổi Thỏi Vàng,
s==13|QixiLuckTimes,s==3|1.3,s==21|Thanh Mộng Thước Kiều,
s==14|QixiMusicTimes,s==1|3,s==21|Thanh Mộng Thước Kiều,
s==14|Goldchangetime,s==4|1800,s==13|Đổi Thỏi Vàng,
s==19|unionmailbantime_tw,s==6|172800,s==31|Giới Hạn Kéo Người Quảng Cáo TW,
s==21|privatechatbantime_tw,s==1|0,s==31|Giới Hạn Kéo Người Quảng Cáo TW,
s==20|unionchatdonation_tw,s==1|0,s==31|Giới Hạn Kéo Người Quảng Cáo TW,
s==13|addfirends_tw,s==5|1:300,s==31|Giới Hạn Kéo Người Quảng Cáo TW,
s==21|unionnoticebantime_tw,s==1|0,s==31|Giới Hạn Kéo Người Quảng Cáo TW,
s==19|unionCreatelimit_tw,s==1|0,s==31|Giới Hạn Kéo Người Quảng Cáo TW,
s==19|repeatChatLength_tw,s==5|99999,s==31|Giới Hạn Kéo Người Quảng Cáo TW,
s==18|EventHeroLuckTimes,s==3|1.3,,
s==8|RuneGive,s==11|70001|70002,s==7|Phù văn,
s==20|towerTokenLimitStage,s==4|1300,s==16|Thông Thiên Tháp,
s==20|comeBackActRegAddLv ,s==1|4,s==17|Đặc Quyền Quay Về,
s==23|comeBackActPassChapter ,s==1|5,s==17|Đặc Quyền Quay Về,
s==18|comeBackActGetHero,s==29|23403:1:1|23503:2:1|23404:0:0,s==17|Đặc Quyền Quay Về,
s==20|comeBackActGuideStep,s==10|1001|11600,s==17|Đặc Quyền Quay Về,
s==16|goldMoonCardOpen,s==7|aku|dev,s==14|Thẻ Vàng Tháng,
s==16|heroDrawOpenArea,s==2|jp,s==21|Rút 100 Lần Tạo Tướng,
s==18|fenXiangLiYuYaoQiu,s==5|20|80,s==23|Lễ Nghĩa Chia Sẻ WeChat,
s==19|Moneyconsumption_jp,s==2|30,s==28| Tiêu Hao KNB Phiên Bản Nhật,
s==19|unionAddNumOpenTime,s==2|50,s==37|Mở Rộng Giới Hạn Thành Viên Quân Đoàn,
s==17|cargoQualityLimit,s==7|4|5|6|7,s==17|Tào vận phong vân,
s==22|cargoInviteFriendsTime,s==1|3,s==17|Tào vận phong vân,
s==18|cargoHelpAwardTime,s==1|3,s==17|Tào vận phong vân,
s==27|DailyInvitationFriendReward,s==30|2|1003|1,2|1001|200,1|8|500000,s==28|Thưởng Mời Chia Sẻ Hằng Ngày,
s==29|DailyInvitationFriendNumLimit,s==1|2,s==28|Số Lần Mời Chia Sẻ Hằng Ngày,
s==20|DailyInvitationLimit,s==15|caw|cay|dev|sh5,s==18|Kênh mời hằng ngày,
s==21|shuangchengShowReward,s==30|2|19592,2|19593,2|19594,2|5428,s==22|Chiến Tranh Song Thành,
s==23|MineSelectHeroNumOfWeek,s==2|-1,s==16|Hỗ trợ mỏ khoáng,
s==14|cargoListLimit,s==4|5000,s==17|Tào vận phong vân,
s==18|createRolesitem_jp,s==6|1|9|44,s==38|Tặng KNB khi tạo nhân vật máy chủ Nhật,
s==19|unionJoinPowerLimit,s==4|5000,s==9|Quân Đoàn,
s==22|unionJoinLevelLimitNew,s==3|200,s==9|Quân Đoàn,
s==17|countryWarbuyTime,s==39|1|9|100,1|9|150,1|9|200,1|9|250,1|9|300,s==10|Quốc Chiến,
s==17|ZhongqiuLuckTimes,s==3|1.3,s==22|Nguyệt vãn thiên huyền,
s==22|GodBeastResetLevelCost,s==5|1|9|0,s==8|Linh thú,
s==21|GodBeastResetStarCost,s==5|1|9|0,s==8|Linh thú,
s==20|GodBeastResetLvTimes,s==3|0.5,s==8|Linh thú,
s==16|GodBeastFragment,s==5|50055,s==13|Mảnh Linh Thú,
s==15|HuLaoGuanHuiTui,s==3|198,s==11|Hổ Lao Quan,
s==17|holyPlaceWinScore,s==12|10|20|80|100,s==18|Du Mục Thảo Nguyên,
s==14|SNSShareReward,s==78|1|9|50,1|9|100,1|9|150,1|9|200,1|9|250,1|9|300,1|9|350,1|9|400,1|9|450,1|9|500,s==3|SNS,
s==19|titleCharacterLimit,s==4|cn:4,s==19|Danh hiệu tùy chỉnh,
s==13|groupIntoRule,s==5|100|6,s==19|Bảng tướng phe phái,
