id,next,desc,starLevel,playerLevel,worldLevel,levelMax,skillSlot,newSkill,hpAward,atkAward,resistAward,defAward,spdAward,itemNum,NeedItemsFun-type-1,NeedItemsFun-star-1,NeedItemsFun-num-1,NeedItemsFun-type-2,NeedItemsFun-star-2,NeedItemsFun-num-2,NeedItemsFun-type-3,NeedItemsFun-star-3,NeedItemsFun-num-3,NeedItemsFun-type-4,NeedItemsFun-star-4,NeedItemsFun-num-4,NeedItemsFun-type-5,NeedItemsFun-star-5,NeedItemsFun-num-5,specialItem,specialItemNum,specialItem2,specialItemNum2,herostar,heroNum,
24517023,24517024,s==18|Thần·Mã Siêu 8 Sao,8,1,1,185,2,245170233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
24517024,24517025,s==18|Thần·Mã Siêu 9 Sao,9,1,1,205,3,245170243,5000,4000,0,20,10,5000,24517,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
24517025,24517026,s==19|Thần·Mã Siêu 10 Sao,10,1,1,255,4,245170253,3000,2000,0,20,10,10000,24517,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
24517026,24517027,s==19|Thần·Mã Siêu 11 Sao,11,105,95,285,0,,3000,2000,0,20,10,15000,24517,6,1,1,9,1,,,,,,,,,,,,,,,,
24517027,24517028,s==19|Thần·Mã Siêu 12 Sao,12,128,118,310,0,,3000,2000,0,20,10,20000,24517,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
24517028,24517029,s==19|Thần·Mã Siêu 13 Sao,13,148,138,350,0,,3000,2000,0,20,10,25000,24517,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
24517029,,s==19|Thần·Mã Siêu 14 Sao,14,200,138,390,0,,3000,2000,0,20,10,30000,24517,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
245181,245182,s==17|Thần·Lưu Bị 6 Sao,6,1,1,145,5,2451822|2451832|2451842|2451852,5000,4000,0,20,10,0,24518,5,1,24401,5,1,2,5,3,,,,,,,,,,,,,
245182,245183,s==17|Thần·Lưu Bị 7 Sao,7,1,1,165,1,2451823,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
245183,245184,s==17|Thần·Lưu Bị 8 Sao,8,1,1,185,2,2451833,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
245184,245185,s==17|Thần·Lưu Bị 9 Sao,9,1,1,205,3,2451843,5000,4000,0,20,10,5000,24518,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
245185,245186,s==18|Thần·Lưu Bị 10 Sao,10,1,1,255,4,2451853,3000,2000,0,20,10,10000,24518,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
245186,245187,s==18|Thần·Lưu Bị 11 Sao,11,105,95,285,0,,3000,2000,0,20,10,15000,24518,6,1,1,9,1,,,,,,,,,,,,,,,,
245187,245188,s==18|Thần·Lưu Bị 12 Sao,12,128,118,310,0,,3000,2000,0,20,10,20000,24518,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
245188,245189,s==18|Thần·Lưu Bị 13 Sao,13,148,138,350,0,,3000,2000,0,20,10,25000,24518,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
245189,,s==18|Thần·Lưu Bị 14 Sao,14,200,138,390,0,,3000,2000,0,20,10,30000,24518,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
24518011,24518012,s==17|Thần·Lưu Bị 6 Sao,6,1,1,145,5,245180122|245180132|245180142|245180152,5000,4000,0,20,10,0,24518,5,1,24401,5,1,2,5,3,,,,,,,,,,,,,
24518012,24518013,s==17|Thần·Lưu Bị 7 Sao,7,1,1,165,1,245180123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
24518013,24518014,s==17|Thần·Lưu Bị 8 Sao,8,1,1,185,2,245180133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
24518014,24518015,s==17|Thần·Lưu Bị 9 Sao,9,1,1,205,3,245180143,5000,4000,0,20,10,5000,24518,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
24518015,24518016,s==18|Thần·Lưu Bị 10 Sao,10,1,1,255,4,245180153,3000,2000,0,20,10,10000,24518,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
24518016,24518017,s==18|Thần·Lưu Bị 11 Sao,11,105,95,285,0,,3000,2000,0,20,10,15000,24518,6,1,1,9,1,,,,,,,,,,,,,,,,
24518017,24518018,s==18|Thần·Lưu Bị 12 Sao,12,128,118,310,0,,3000,2000,0,20,10,20000,24518,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
24518018,24518019,s==18|Thần·Lưu Bị 13 Sao,13,148,138,350,0,,3000,2000,0,20,10,25000,24518,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
24518019,,s==18|Thần·Lưu Bị 14 Sao,14,200,138,390,0,,3000,2000,0,20,10,30000,24518,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
21508011,21508012,s==17|Trương Liêu 6 sao,6,1,1,145,5,215080122|215080132|215080142|215080152,5000,4000,0,20,10,0,21508,5,1,21403,5,1,2,5,3,,,,,,,,,,,,,
21508012,21508013,s==17|Trương Liêu 7 sao,7,1,1,165,1,215080123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
21508013,21508014,s==17|Trương Liêu 8 sao,8,1,1,185,2,215080133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
21508014,21508015,s==17|Trương Liêu 9 sao,9,1,1,205,3,215080143,5000,4000,0,20,10,5000,21508,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
21508015,21508016,s==18|Trương Liêu 10 sao,10,1,1,255,4,215080153,3000,2000,0,20,10,10000,21508,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
21508016,21508017,s==18|Trương Liêu 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,21508,6,1,1,9,1,,,,,,,,,,,,,,,,
21508017,21508018,s==18|Trương Liêu 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,21508,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
21508018,21508019,s==18|Trương Liêu 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,21508,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
21508019,,s==18|Trương Liêu 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,21508,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
21508021,21508022,s==17|Trương Liêu 6 sao,6,1,1,145,5,215080222|215080232|215080242|215080252,5000,4000,0,20,10,0,21508,5,1,21403,5,1,2,5,3,,,,,,,,,,,,,
21508022,21508023,s==17|Trương Liêu 7 sao,7,1,1,165,1,215080223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
21508023,21508024,s==17|Trương Liêu 8 sao,8,1,1,185,2,215080233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
21508024,21508025,s==17|Trương Liêu 9 sao,9,1,1,205,3,215080243,5000,4000,0,20,10,5000,21508,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
21508025,21508026,s==18|Trương Liêu 10 sao,10,1,1,255,4,215080253,3000,2000,0,20,10,10000,21508,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
21508026,21508027,s==18|Trương Liêu 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,21508,6,1,1,9,1,,,,,,,,,,,,,,,,
21508027,21508028,s==18|Trương Liêu 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,21508,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
21508028,21508029,s==18|Trương Liêu 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,21508,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
21508029,,s==18|Trương Liêu 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,21508,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
501011,501012,s==14|Bỉ Mi Hô 6 sao,6,1,1,145,0,,5000,4000,0,20,10,0,25505,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
501012,501013,s==14|Bỉ Mi Hô 7 sao,7,1,1,165,0,,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
501013,501014,s==14|Bỉ Mi Hô 8 sao,8,1,1,185,0,,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
501014,501015,s==14|Bỉ Mi Hô 9 sao,9,1,1,205,0,,5000,4000,0,20,10,5000,25505,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
501015,501016,s==15|Bỉ Mi Hô 10 sao,10,1,1,255,0,,3000,2000,0,20,10,10000,25505,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
501016,501017,s==15|Bỉ Mi Hô 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25505,6,1,1,9,1,,,,,,,,,,,,,,,,
501017,501018,s==15|Bỉ Mi Hô 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25505,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
501018,501019,s==15|Bỉ Mi Hô 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25505,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
501019,,s==15|Bỉ Mi Hô 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25505,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
269021,269022,s==20|Ma Kiếm Mị Ảnh 6 sao,6,1,1,1,0,,0,0,0,0,0,0,26902,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
269022,269023,s==20|Ma Kiếm Mị Ảnh 7 sao,7,1,1,1,0,,0,0,0,0,0,1000,2,5,4,,,,,,,,,,,,,,,,,,,
269023,269024,s==20|Ma Kiếm Mị Ảnh 8 sao,8,1,1,1,0,,0,0,0,0,0,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
269024,269025,s==20|Ma Kiếm Mị Ảnh 9 sao,9,1,1,1,0,,0,0,0,0,0,5000,26902,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
269025,269026,s==21|Ma Kiếm Mị Ảnh 10 sao,10,1,1,1,0,,0,0,0,0,0,10000,26902,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
269026,269027,s==21|Ma Kiếm Mị Ảnh 11 sao,11,105,95,1,0,,0,0,0,0,0,15000,26902,6,1,1,9,1,,,,,,,,,,,,,,,,
269027,269028,s==21|Ma Kiếm Mị Ảnh 12 sao,12,128,118,1,0,,0,0,0,0,0,20000,26902,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
269028,269029,s==21|Ma Kiếm Mị Ảnh 13 sao,13,148,138,1,0,,0,0,0,0,0,25000,26902,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
269029,,s==21|Ma Kiếm Mị Ảnh 14 sao,14,200,138,1,0,,0,0,0,0,0,30000,26902,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
24504021,24504022,s==35|Thần Trương Giác Thường Phong 6 sao,6,1,1,145,5,245040222|245040232|245040242|245040252,5000,4000,0,20,10,0,24504,5,1,24403,5,1,2,5,3,,,,,,,,,,,,,
24504022,24504023,s==35|Thần Trương Giác Thường Phong 7 sao,7,1,1,165,1,245040223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
24504023,24504024,s==35|Thần Trương Giác Thường Phong 8 sao,8,1,1,185,2,245040233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
24504024,24504025,s==35|Thần Trương Giác Thường Phong 9 sao,9,1,1,205,3,245040243,5000,4000,0,20,10,5000,24504,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
24504025,24504026,s==36|Thần Trương Giác Thường Phong 10 sao,10,1,1,255,4,245040253,3000,2000,0,20,10,10000,24504,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
24504026,24504027,s==36|Thần Trương Giác Thường Phong 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,24504,6,1,1,9,1,,,,,,,,,,,,,,,,
24504027,24504028,s==36|Thần Trương Giác Thường Phong 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,24504,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
24504028,24504029,s==36|Thần Trương Giác Thường Phong 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,24504,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
24504029,,s==36|Thần Trương Giác Thường Phong 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,24504,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
265011,265012,s==15|Hồn·Tả Từ 6 sao,6,1,1,145,5,2650122|2650132|2650142|2650152,5000,4000,0,20,10,0,26501,5,1,3,5,4,,,,,,,,,,,,,,,,
265012,265013,s==15|Hồn·Tả Từ 7 sao,7,1,1,165,1,2650123,5000,4000,0,20,10,1000,3,5,4,,,,,,,,,,,,,,,,,,,
265013,265014,s==15|Hồn·Tả Từ 8 sao,8,1,1,185,2,2650133,5000,4000,0,20,10,2000,3,5,3,3,6,1,,,,,,,,,,,,,,,,
265014,265015,s==15|Hồn·Tả Từ 9 sao,9,1,1,205,3,2650143,5000,4000,0,20,10,5000,26501,5,1,3,5,2,3,6,1,,,,,,,,,,,,,
265015,265016,s==16|Hồn·Tả Từ 10 sao,10,1,1,255,4,2650153,3000,2000,0,20,10,10000,26501,5,2,3,6,1,1,9,1,,,,,,,,,,,,,
265016,265017,s==16|Hồn·Tả Từ 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,26501,6,1,1,9,1,,,,,,,,,,,,,,,,
265017,265018,s==16|Hồn·Tả Từ 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,26501,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
265018,265019,s==16|Hồn·Tả Từ 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,26501,6,1,3,9,1,1,10,1,,,,,,,1048,40,,,,,
265019,,s==16|Hồn·Tả Từ 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,26501,9,1,3,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
26501011,26501012,s==15|Hồn·Tả Từ 6 sao,6,1,1,145,5,26501022|26501032|26501042|26501052,5000,4000,0,20,10,0,26501,5,1,3,5,4,,,,,,,,,,,,,,,,
26501012,26501013,s==15|Hồn·Tả Từ 7 sao,7,1,1,165,1,26501023,5000,4000,0,20,10,1000,3,5,4,,,,,,,,,,,,,,,,,,,
26501013,26501014,s==15|Hồn·Tả Từ 8 sao,8,1,1,185,2,26501033,5000,4000,0,20,10,2000,3,5,3,3,6,1,,,,,,,,,,,,,,,,
26501014,26501015,s==15|Hồn·Tả Từ 9 sao,9,1,1,205,3,26501043,5000,4000,0,20,10,5000,26501,5,1,3,5,2,3,6,1,,,,,,,,,,,,,
26501015,26501016,s==16|Hồn·Tả Từ 10 sao,10,1,1,255,4,26501053,3000,2000,0,20,10,10000,26501,5,2,3,6,1,1,9,1,,,,,,,,,,,,,
26501016,26501017,s==16|Hồn·Tả Từ 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,26501,6,1,1,9,1,,,,,,,,,,,,,,,,
26501017,26501018,s==16|Hồn·Tả Từ 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,26501,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
26501018,26501019,s==16|Hồn·Tả Từ 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,26501,6,1,3,9,1,1,10,1,,,,,,,1048,40,,,,,
26501019,,s==16|Hồn·Tả Từ 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,26501,9,1,3,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
265010111,265010112,s==15|Hồn·Tả Từ 6 sao,6,1,1,145,5,265010122|265010132|265010142|265010152,5000,4000,0,20,10,0,26501,5,1,3,5,4,,,,,,,,,,,,,,,,
265010112,265010113,s==15|Hồn·Tả Từ 7 sao,7,1,1,165,1,265010123,5000,4000,0,20,10,1000,3,5,4,,,,,,,,,,,,,,,,,,,
265010113,265010114,s==15|Hồn·Tả Từ 8 sao,8,1,1,185,2,265010133,5000,4000,0,20,10,2000,3,5,3,3,6,1,,,,,,,,,,,,,,,,
265010114,265010115,s==15|Hồn·Tả Từ 9 sao,9,1,1,205,3,265010143,5000,4000,0,20,10,5000,26501,5,1,3,5,2,3,6,1,,,,,,,,,,,,,
265010115,265010116,s==16|Hồn·Tả Từ 10 sao,10,1,1,255,4,265010153,3000,2000,0,20,10,10000,26501,5,2,3,6,1,1,9,1,,,,,,,,,,,,,
265010116,265010117,s==16|Hồn·Tả Từ 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,26501,6,1,1,9,1,,,,,,,,,,,,,,,,
265010117,265010118,s==16|Hồn·Tả Từ 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,26501,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
265010118,265010119,s==16|Hồn·Tả Từ 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,26501,6,1,3,9,1,1,10,1,,,,,,,1048,40,,,,,
265010119,,s==16|Hồn·Tả Từ 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,26501,9,1,3,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
215161,215162,s==22|Ngụy·Thái Văn Cơ 6 sao,6,1,1,145,5,2151622|2151632|2151642|2151652,5000,4000,0,20,10,0,21516,5,1,21402,5,1,2,5,3,,,,,,,,,,,,,
215162,215163,s==22|Ngụy·Thái Văn Cơ 7 sao,7,1,1,165,1,2151623,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
215163,215164,s==22|Ngụy·Thái Văn Cơ 8 sao,8,1,1,185,2,2151633,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
215164,215165,s==22|Ngụy·Thái Văn Cơ 9 sao,9,1,1,205,3,2151643,5000,4000,0,20,10,5000,21516,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
215165,215166,s==23|Ngụy·Thái Văn Cơ 10 sao,10,1,1,255,4,2151653,3000,2000,0,20,10,10000,21516,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
215166,215167,s==23|Ngụy·Thái Văn Cơ 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,21516,6,1,1,9,1,,,,,,,,,,,,,,,,
215167,215168,s==23|Ngụy·Thái Văn Cơ 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,21516,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
215168,215169,s==23|Ngụy·Thái Văn Cơ 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,21516,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
215169,,s==23|Ngụy·Thái Văn Cơ 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,21516,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
21516011,21516012,s==22|Ngụy·Thái Văn Cơ 6 sao,6,1,1,145,5,215160122|215160132|215160142|215160152,5000,4000,0,20,10,0,21516,5,1,21402,5,1,2,5,3,,,,,,,,,,,,,
21516012,21516013,s==22|Ngụy·Thái Văn Cơ 7 sao,7,1,1,165,1,215160123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
21516013,21516014,s==22|Ngụy·Thái Văn Cơ 8 sao,8,1,1,185,2,215160133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
21516014,21516015,s==22|Ngụy·Thái Văn Cơ 9 sao,9,1,1,205,3,215160143,5000,4000,0,20,10,5000,21516,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
21516015,21516016,s==23|Ngụy·Thái Văn Cơ 10 sao,10,1,1,255,4,215160153,3000,2000,0,20,10,10000,21516,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
21516016,21516017,s==23|Ngụy·Thái Văn Cơ 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,21516,6,1,1,9,1,,,,,,,,,,,,,,,,
21516017,21516018,s==23|Ngụy·Thái Văn Cơ 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,21516,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
21516018,21516019,s==23|Ngụy·Thái Văn Cơ 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,21516,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
21516019,,s==23|Ngụy·Thái Văn Cơ 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,21516,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
24518021,24518022,s==17|Thần·Lưu Bị 6 Sao,6,1,1,145,5,245180222|245180232|245180242|245180252,5000,4000,0,20,10,0,24518,5,1,24401,5,1,2,5,3,,,,,,,,,,,,,
24518022,24518023,s==17|Thần·Lưu Bị 7 Sao,7,1,1,165,1,245180223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
24518023,24518024,s==17|Thần·Lưu Bị 8 Sao,8,1,1,185,2,245180233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
24518024,24518025,s==17|Thần·Lưu Bị 9 Sao,9,1,1,205,3,245180243,5000,4000,0,20,10,5000,24518,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
24518025,24518026,s==18|Thần·Lưu Bị 10 Sao,10,1,1,255,4,245180253,3000,2000,0,20,10,10000,24518,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
24518026,24518027,s==18|Thần·Lưu Bị 11 Sao,11,105,95,285,0,,3000,2000,0,20,10,15000,24518,6,1,1,9,1,,,,,,,,,,,,,,,,
24518027,24518028,s==18|Thần·Lưu Bị 12 Sao,12,128,118,310,0,,3000,2000,0,20,10,20000,24518,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
24518028,24518029,s==18|Thần·Lưu Bị 13 Sao,13,148,138,350,0,,3000,2000,0,20,10,25000,24518,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
24518029,,s==18|Thần·Lưu Bị 14 Sao,14,200,138,390,0,,3000,2000,0,20,10,30000,24518,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
25510021,25510022,s==28|Ma·Tào Tháo 6 sao (Tào Tháo),6,1,1,145,5,255100222|255100232|255100242|255100252,5000,4000,0,20,10,0,25510,5,1,25403,5,1,2,5,3,,,,,,,,,,,,,
25510022,25510023,s==17|Ma·Tào Tháo 7 sao,7,1,1,165,1,255100223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
25510023,25510024,s==17|Ma·Tào Tháo 8 sao,8,1,1,185,2,255100233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
25510024,25510025,s==17|Ma·Tào Tháo 9 sao,9,1,1,205,3,255100243,5000,4000,0,20,10,5000,25510,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
25510025,25510026,s==18|Ma·Tào Tháo 10 sao,10,1,1,255,4,255100253,3000,2000,0,20,10,10000,25510,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
25510026,25510027,s==18|Ma·Tào Tháo 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25510,6,1,1,9,1,,,,,,,,,,,,,,,,
25510027,25510028,s==18|Ma·Tào Tháo 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25510,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
25510028,25510029,s==18|Ma·Tào Tháo 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25510,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
25510029,,s==18|Ma·Tào Tháo 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25510,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
265021,265022,s==19|Hồn·Triệu Vân 6 sao,6,1,1,145,5,2650222|2650232|2650242|2650252,5000,4000,0,20,10,0,26502,5,1,3,5,4,,,,,,,,,,,,,,,,
265022,265023,s==19|Hồn·Triệu Vân 7 sao,7,1,1,165,1,2650223,5000,4000,0,20,10,1000,3,5,4,,,,,,,,,,,,,,,,,,,
265023,265024,s==19|Hồn·Triệu Vân 8 sao,8,1,1,185,2,2650233,5000,4000,0,20,10,2000,3,5,3,3,6,1,,,,,,,,,,,,,,,,
265024,265025,s==19|Hồn·Triệu Vân 9 sao,9,1,1,205,3,2650243,5000,4000,0,20,10,5000,26502,5,1,3,5,2,3,6,1,,,,,,,,,,,,,
265025,265026,s==20|Hồn·Triệu Vân 10 sao,10,1,1,255,4,2650253,3000,2000,0,20,10,10000,26502,5,2,3,6,1,1,9,1,,,,,,,,,,,,,
265026,265027,s==20|Hồn·Triệu Vân 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,26502,6,1,1,9,1,,,,,,,,,,,,,,,,
265027,265028,s==20|Hồn·Triệu Vân 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,26502,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
265028,265029,s==20|Hồn·Triệu Vân 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,26502,6,1,3,9,1,1,10,1,,,,,,,1048,40,,,,,
265029,,s==20|Hồn·Triệu Vân 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,26502,9,1,3,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
255191,255192,s==14|Ma·Lữ Bố 6 sao,6,1,1,145,5,2551922|2551932|2551942|2551952,5000,4000,0,20,10,0,25519,5,1,25519,5,1,2,5,3,,,,,,,,,,,,,
255192,255193,s==14|Ma·Lữ Bố 7 sao,7,1,1,165,1,2551923,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
255193,255194,s==14|Ma·Lữ Bố 8 sao,8,1,1,185,2,2551933,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
255194,255195,s==14|Ma·Lữ Bố 9 sao,9,1,1,205,3,2551943,5000,4000,0,20,10,5000,25519,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
255195,255196,s==15|Ma·Lữ Bố 10 sao,10,1,1,255,4,2551953,3000,2000,0,20,10,10000,25519,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
255196,255197,s==15|Ma·Lữ Bố 11 sao,11,105,95,285,0,,3000,2000,0,20,10,15000,25519,6,1,1,9,1,,,,,,,,,,,,,,,,
255197,255198,s==15|Ma·Lữ Bố 12 sao,12,128,118,310,0,,3000,2000,0,20,10,20000,25519,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
255198,255199,s==15|Ma·Lữ Bố 13 sao,13,148,138,350,0,,3000,2000,0,20,10,25000,25519,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
255199,,s==15|Ma·Lữ Bố 14 sao,14,200,138,390,0,,3000,2000,0,20,10,30000,25519,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
245191,245192,s==22|Thần·Trương Giác 6 sao,6,1,1,145,5,2451922|2451932|2451942|2451952,5000,4000,0,20,10,0,24519,5,1,24519,5,1,2,5,3,,,,,,,,,,,,,
245192,245193,s==22|Thần·Trương Giác 7 sao,7,1,1,165,1,2451923,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
245193,245194,s==22|Thần·Trương Giác 8 sao,8,1,1,185,2,2451933,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
