id,name,isPassive,isPre,parentSkillSlot,parentEffectIndex,checkDead,tipsType,sub,eventRate,onTriggerScene,eventType,triggerTimeType,triggerTime,coolDown,targetType,selectType,selectNum,selectParam,hit,crit,control,rateType,rate,rateParam,conditionType,condition-condition-1,condition-conditionValue-1,condition-conditionParam-1,condition-condition-2,condition-conditionValue-2,condition-conditionParam-2,func,funcParamStr,funcTimes,entityEffectIdArr%1,entityEffectIdArr%2,entityEffectIdArr%3,entityEffectIdArr%4,entityEffectIdArr%5,entityEffectIdArr%6,entityEffectIdArr%7,entityEffectIdArr%8,entityEffectIdArr%9,entityEffectIdArr%10,exEffectId,spEffectTarget,calc,property,propertyValue,calc_lv,property_lv,propertyValue_lv,desc,fetterType,fetterId,nation,isForce,needDressId,fieldSkill,fieldSkillTarget,
9216291,s==45|Gây 321% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:3210,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216412,s==52|Gây 285% sát thương vật lý lên tướng địch hàng trước,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:28500|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216422,s==52|Gây 340% sát thương vật lý lên tướng địch hàng trước,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:34000|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216432,s==52|Gây 400% sát thương vật lý lên tướng hàng trước địch,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:40000|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216442,s==52|Gây 416% sát thương vật lý lên tướng hàng trước địch,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:41600|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216452,s==52|Gây 432% sát thương vật lý lên tướng hàng trước địch,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:43200|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216462,s==52|Gây 448% sát thương vật lý lên tướng hàng trước địch,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:44800|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216472,s==52|Gây 464% sát thương vật lý lên tướng hàng trước địch,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:46400|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216482,s==52|Gây 480% sát thương vật lý lên tướng hàng trước địch,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:48000|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216492,s==52|Gây 496% sát thương vật lý lên tướng hàng trước địch,,,,,,,,,,,,,,2,6,,,1,1,,,,,,,,,,,,26,s==26|rate:49600|limitRate:80000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216611,s==53|Gây 181% sát thương vật lý lên một tướng địch đơn thể,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:1810,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216621,s==53|Gây 217% sát thương vật lý lên một tướng địch đơn thể,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:2170,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216631,s==53|Gây 261% sát thương vật lý lên một tướng địch đơn thể,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:2610,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216641,s==45|Gây 271% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:2710,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216651,s==45|Gây 281% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:2810,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216661,s==45|Gây 291% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:2910,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216671,s==45|Gây 301% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:3010,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216681,s==45|Gây 311% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:3110,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9216691,s==45|Gây 321% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:3210,10,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217211,s==97|Mã Siêu phóng thích chi kỹ năng này thời vô视 khống chế， tẩy trừ bản thân tất cả tiêu cực hiệu quả,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,9,s==10|buffType:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9217221,s==97|Mã Siêu phóng thích chi kỹ năng này thời vô视 khống chế， tẩy trừ bản thân tất cả tiêu cực hiệu quả,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,9,s==10|buffType:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9217231,s==97|Mã Siêu phóng thích chi kỹ năng này thời vô视 khống chế， tẩy trừ bản thân tất cả tiêu cực hiệu quả,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,9,s==10|buffType:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9217412,s==55|Gây 261% sát thương vật lý lên một tướng đơn phía trước,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:26100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217422,s==64|Đối tiền phương đơn cá võ tướng gây thành 312% vật lý thương tổn,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:31200,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217432,s==55|Gây 375% sát thương vật lý lên một tướng đơn phía trước,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:37500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217442,s==55|Gây 390% sát thương vật lý lên một tướng đơn phía trước,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:39000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217452,s==55|Gây 405% sát thương vật lý lên một tướng đơn phía trước,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:40500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217462,s==55|Gây 420% sát thương vật lý lên một tướng đơn phía trước,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:42000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217472,s==55|Gây 435% sát thương vật lý lên một tướng đơn phía trước,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:43500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217482,s==55|Gây 450% sát thương vật lý lên một tướng đơn phía trước,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:45000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9217492,s==55|Gây 465% sát thương vật lý lên một tướng đơn phía trước,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:46500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9219211,s==67|Gây 172% sát thương pháp thuật lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,,,,,,,,2,s==15|damageRate:3440,5,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9219221,s==67|Gây 206% sát thương pháp thuật lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,,,,,,,,2,s==15|damageRate:4120,5,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9219231,s==67|Gây 247% sát thương pháp thuật lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,,,,,,,,2,s==15|damageRate:4940,5,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9219411,s==53|Gây 105% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==16|damageRate:10500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219421,s==53|Gây 125% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==16|damageRate:12500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219431,s==53|Gây 150% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==16|damageRate:15000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220211,s==62|Pháp sát 171% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:17100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220221,s==62|Pháp sát 200% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:20000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220231,s==62|Pháp sát 235% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:23500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220241,s==62|Pháp sát 242% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:24200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220251,s==62|Pháp sát 249% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:24900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220261,s==62|Pháp sát 256% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:25600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220271,s==62|Pháp sát 263% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:26300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220281,s==62|Pháp sát 270% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:27000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220291,s==62|Pháp sát 277% ngoại công lên 2 mục tiêu ngẫu nhiên địch phương,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==16|damageRate:27700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220412,s==131|Gây sát thương vật lý lên một mục tiêu ngẫu nhiên hàng sau địch bằng 【255% công kích bản thân + số tướng Thục quốc xuất trận * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:25500|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9220422,s==131|Gây sát thương vật lý lên một mục tiêu ngẫu nhiên hàng sau địch bằng 【297% công kích bản thân + số tướng Thục quốc xuất trận * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:29700|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9220432,s==146|Gây sát thương vật lý lên 1 mục tiêu ngẫu nhiên hàng sau địch với lượng sát thương 【367% công kích bản thân + số tướng Thục quốc tham chiến * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:36700|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9220442,s==146|Gây sát thương vật lý lên 1 mục tiêu ngẫu nhiên hàng sau địch với lượng sát thương 【377% công kích bản thân + số tướng Thục quốc tham chiến * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:37700|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9220452,s==146|Gây sát thương vật lý lên 1 mục tiêu ngẫu nhiên hàng sau địch với lượng sát thương 【387% công kích bản thân + số tướng Thục quốc tham chiến * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:38700|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9220462,s==146|Gây sát thương vật lý lên 1 mục tiêu ngẫu nhiên hàng sau địch với lượng sát thương 【397% công kích bản thân + số tướng Thục quốc tham chiến * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:39700|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9220472,s==146|Gây sát thương vật lý lên 1 mục tiêu ngẫu nhiên hàng sau địch với lượng sát thương 【407% công kích bản thân + số tướng Thục quốc tham chiến * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:40700|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9220482,s==146|Gây sát thương vật lý lên 1 mục tiêu ngẫu nhiên hàng sau địch với lượng sát thương 【417% công kích bản thân + số tướng Thục quốc tham chiến * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:41700|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9220492,s==146|Gây sát thương vật lý lên 1 mục tiêu ngẫu nhiên hàng sau địch với lượng sát thương 【427% công kích bản thân + số tướng Thục quốc tham chiến * 20%】,,,,,,,,,,,,,,2,24,1,,1,1,,,,,,,,,,,,1,s==45|damageRate:42700|nationType:2|nationRate:2000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310211,s==48|Gây 181% vật lý sát thương lên một võ tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:18100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310221,s==48|Gây 217% vật lý sát thương lên một võ tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:21700,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310231,s==48|Gây 261% vật lý sát thương lên một võ tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:26100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310241,s==45|Gây 271% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:27100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310251,s==45|Gây 281% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:28100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310261,s==45|Gây 291% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:29100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310271,s==45|Gây 301% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:30100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310281,s==45|Gây 311% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:31100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310291,s==45|Gây 321% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:32100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310411,s==48|Gây 261% vật lý sát thương lên một võ tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:26100,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310421,s==48|Gây 313% vật lý sát thương lên một võ tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:31300,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310431,s==45|Gây 375% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:37500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310441,s==45|Gây 390% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:39000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310451,s==45|Gây 405% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:40500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310461,s==45|Gây 420% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:42000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310471,s==45|Gây 435% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:43500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310481,s==45|Gây 450% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:45000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9310491,s==45|Gây 465% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==16|damageRate:46500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311211,s==52|Gây 70% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:3500,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311221,s==52|Gây 84% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:4200,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311231,s==53|Gây 100% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:5000,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311241,s==53|Gây 105% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:5250,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311251,s==53|Gây 110% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:5500,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311261,s==53|Gây 115% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:5750,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311271,s==53|Gây 120% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:6000,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311281,s==53|Gây 125% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:6250,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311291,s==53|Gây 130% sát thương pháp thuật lên toàn bộ tướng địch,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,2,s==15|damageRate:6500,2,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311411,s==135|Nếu bên ta không có tướng tử trận， thì hồi phục cho tướng bên ta có sinh mệnh thấp nhất bằng lượng sinh mệnh tương đương 185% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:18500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311421,s==135|Nếu bên ta không có tướng tử trận， thì hồi phục cho tướng bên ta có sinh mệnh thấp nhất bằng lượng sinh mệnh tương đương 207% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:20700,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311431,s==107|Nếu bên ta không có tướng tử trận， sẽ hồi phục sinh lực cho tướng có sinh lực thấp nhất bằng 230% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:23000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311441,s==100|Nếu bên ta không có tướng tử trận， thì hồi phục cho tướng có sinh mệnh thấp nhất bằng 239% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:23900,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311451,s==100|Nếu bên ta không có tướng tử trận， thì hồi phục cho tướng có sinh mệnh thấp nhất bằng 248% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:24800,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311461,s==100|Nếu bên ta không có tướng tử trận， thì hồi phục cho tướng có sinh mệnh thấp nhất bằng 257% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:25700,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311471,s==100|Nếu bên ta không có tướng tử trận， thì hồi phục cho tướng có sinh mệnh thấp nhất bằng 266% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:26600,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311481,s==100|Nếu bên ta không có tướng tử trận， thì hồi phục cho tướng có sinh mệnh thấp nhất bằng 275% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:27500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9311491,s==100|Nếu bên ta không có tướng tử trận， thì hồi phục cho tướng có sinh mệnh thấp nhất bằng 284% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,11,0,s==1|1,,,,7,s==32|depend:1|propertyId:2|rate:28400,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9312211,s==49|Gây 70% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==15|damageRate:7000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312221,s==49|Gây 84% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==15|damageRate:8400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312231,s==50|Gây 100% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==16|damageRate:10000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312241,s==50|Gây 104% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==16|damageRate:10400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312251,s==50|Gây 108% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==16|damageRate:10800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312261,s==50|Gây 112% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==16|damageRate:11200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312271,s==50|Gây 116% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==16|damageRate:11600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312281,s==50|Gây 120% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==16|damageRate:12000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312291,s==50|Gây 124% sát thương vật lý lên toàn bộ tướng địch。,,,,,,,,,,,,,,2,4,,,1,1,,,,,,,,,,,,1,s==16|damageRate:12400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312411,s==55|Gây 162% sát thương vật lý lên 2 tướng địch ngẫu nhiên。,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==15|damageRate:5400,3,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9312421,s==55|Gây 192% sát thương vật lý lên 2 tướng địch ngẫu nhiên。,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==15|damageRate:6400,3,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9312431,s==55|Gây 231% sát thương vật lý lên 2 tướng địch ngẫu nhiên。,,,,,,,,,,,,,,2,5,2,,1,1,,,,,,,,,,,,1,s==15|damageRate:7700,3,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9314211,s==45|Gây 105% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:3500,3,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9314221,s==45|Gây 124% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:4133,3,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9314231,s==45|Gây 147% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:4900,3,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
9314241,s==45|Gây 153% sát thương vật lý lên một tướng địch,,,,,,,,,,,,,,2,2,1,,1,1,,,,,,,,,,,,1,s==15|damageRate:5100,3,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
