id,heroId,level,skills-v0-1,skills-v1-1,skills-v2-1,skills-v0-2,skills-v1-2,skills-v2-2,skills-v0-3,skills-v1-3,skills-v2-3,skills-v0-4,skills-v1-4,skills-v2-4,skills-v0-5,skills-v1-5,skills-v2-5,skills-v0-6,skills-v1-6,skills-v2-6,skills-v0-7,skills-v1-7,skills-v2-7,skills-v0-8,skills-v1-8,skills-v2-8,skills-v0-9,skills-v1-9,skills-v2-9,
215150023,21515002,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,21515413,21515423,21515433,251013,252013,253023,261013,262023,263033,271033,272033,273013,21515853,21515823,21515833,281033,282023,283033,
215150024,21515002,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,21515414,21515424,21515434,251014,252014,253024,261014,262024,263034,271034,272034,273014,21515854,21515824,21515834,281034,282024,283034,
215150025,21515002,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,21515415,21515425,21515435,251015,252015,253025,261015,262025,263035,271035,272035,273015,21515855,21515825,21515835,281035,282025,283035,
265031,26503,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,26503411,26503421,26503431,251011,252011,253021,261011,262021,263031,271021,272031,273031,26503811,26503821,26503831,281011,282021,283011,
265032,26503,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,26503412,26503422,26503432,251012,252012,253022,261012,262022,263032,271022,272032,273032,26503812,26503822,26503832,281012,282022,283012,
265033,26503,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,26503413,26503423,26503433,251013,252013,253023,261013,262023,263033,271023,272033,273033,26503813,26503823,26503833,281013,282023,283013,
265034,26503,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,26503414,26503424,26503434,251014,252014,253024,261014,262024,263034,271024,272034,273034,26503814,26503824,26503834,281014,282024,283014,
265035,26503,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,26503415,26503425,26503435,251015,252015,253025,261015,262025,263035,271025,272035,273035,26503815,26503825,26503835,281015,282025,283015,
265041,26504,1,211011,212011,213011,221011,222011,223011,231021,232011,233011,26504411,26504421,26504431,251011,252011,253021,261011,262021,263011,271031,272021,273031,26504811,26504821,26504831,281011,282011,283031,
265042,26504,2,211012,212012,213012,221012,222012,223012,231022,232012,233012,26504412,26504422,26504432,251012,252012,253022,261012,262022,263012,271032,272022,273032,26504812,26504822,26504832,281012,282012,283032,
265043,26504,3,211013,212013,213013,221013,222013,223013,231023,232013,233013,26504413,26504423,26504433,251013,252013,253023,261013,262023,263013,271033,272023,273033,26504813,26504823,26504833,281013,282013,283033,
265044,26504,4,211014,212014,213014,221014,222014,223014,231024,232014,233014,26504414,26504424,26504434,251014,252014,253024,261014,262024,263014,271034,272024,273034,26504814,26504824,26504834,281014,282014,283034,
265045,26504,5,211015,212015,213015,221015,222015,223015,231025,232015,233015,26504415,26504425,26504435,251015,252015,253025,261015,262025,263015,271035,272025,273035,26504815,26504825,26504835,281015,282015,283035,
265051,26505,1,211011,212011,213011,221011,222011,223011,231011,232021,233011,26505411,26505421,26505431,251011,252011,253021,261011,262021,263031,271021,272021,273011,26505811,26505821,26505831,281031,282021,283011,
265052,26505,2,211012,212012,213012,221012,222012,223012,231012,232022,233012,26505412,26505422,26505432,251012,252012,253022,261012,262022,263032,271022,272022,273012,26505812,26505822,26505832,281032,282022,283012,
265053,26505,3,211013,212013,213013,221013,222013,223013,231013,232023,233013,26505413,26505423,26505433,251013,252013,253023,261013,262023,263033,271023,272023,273013,26505813,26505823,26505833,281033,282023,283013,
265054,26505,4,211014,212014,213014,221014,222014,223014,231014,232024,233014,26505414,26505424,26505434,251014,252014,253024,261014,262024,263034,271024,272024,273014,26505814,26505824,26505834,281034,282024,283014,
265055,26505,5,211015,212015,213015,221015,222015,223015,231015,232025,233015,26505415,26505425,26505435,251015,252015,253025,261015,262025,263035,271025,272025,273015,26505815,26505825,26505835,281035,282025,283015,
