id,name,detail,isPassive,type,round,combine,exForce,exRound,useTimes,noDispel,forever,subCls,priority,checkDead,eventType,Func-use-1,Func-id-1,Func-value-1,Func-calcFun-1,Func-dependentTarget-1,Func-dependentType-1,Func-dependentId-1,Func-dependentCalcType-1,Func-dependentValue-1,Func-exDependentValue-1,Func-use-2,Func-id-2,Func-value-2,Func-calcFun-2,Func-dependentTarget-2,Func-dependentType-2,Func-dependentId-2,Func-dependentCalcType-2,Func-dependentValue-2,Func-exDependentValue-2,conditionType,condition-condition-1,condition-conditionValue-1,condition-conditionParam-1,condition-condition-2,condition-conditionValue-2,condition-conditionParam-2,iconId,buffEnterArmatureId,buffEnterAnim,buffEnterBackArmatureId,buffEnterBackAnim,buffSustainArmatureId,buffSustainAnim,buffSustainBackArmatureId,buffSustainBackAnim,buffRemoveArmatureId,buffRemoveAnim,buffRemoveBackArmatureId,buffRemoveBackAnim,buffHramArmatureId,buffHramAnim,buffHramBackArmatureId,buffHramBackAnim,pauseHeroAnim,heroGray,posType,reverse,spBuffEffectId,flyWordPicId,buffFlyWordType,isForce,
60200210,s==9|Đan Thanh,s==81|Tăng 3% hồi phục、 5% bạo kích hồi phục， duy trì toàn trận， tối đa cộng dồn 3 tầng,,1,99,3,,,,1,1,77,,,,5,18,300,0,,,,,,,5,24,500,0,,,,,,,,,,,,,,17351,,,,,,,,,,,,,,,,,,,,,,2062,,1,
60200511,s==10|Nhẫn tính ,s==34|Tăng độ bền bỉ 20%， kéo dài 2 lượt,,1,2,-1,,,,1,,17407,,,,5,20,2000,0,,,,,,,,,,,,,,,,,,,,,,,,17121,,,,,,,,,,,,,,,,,,,,,,396,,1,
60200610,s==8|Hồi xuân,s==104|Tăng phòng ngự 10%， kết thúc lượt hồi phục 5% sinh mệnh tối đa bản thân， duy trì 2 lượt (không cộng dồn),,1,2,-1,,,,1,,4001,,,,4,1,500,1,2,1,1,1,500,,,,,,,,,,,1,,,,,,,,17349,,,,,,,,,,,,,,,,,,,,,,2063,1,1,
60200611,s==10|Phòng Ngự ,s==54|Tăng phòng ngự 10%， duy trì 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,17402,,,,5,3,1000,1,2,1,3,1,1000,,,,,,,,,,,,,,,,,,,,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,,,1,
60200710,s==9|Ngưng hồn,s==187|Khi bị tấn công sẽ phản sát thương cho kẻ địch， sát thương bằng 3% sát thương bản thân chịu phải。 nhận hút máu sát thương 3%， tối đa cộng dồn 4 tầng， duy trì toàn trận， không thể giải trừ,,1,99,4,,,,1,1,110,,,s==4|35:1,,,300,,,,,,,1000,,,300,,,,,,,,,,,,,,,17350,,,,,,,,,,,,,,,,,,,,,,2064,,1,
60200810,s==8|Tích thế,s==60|Tăng phá giáp 3%， tối đa cộng dồn 5 tầng， không thể giải trừ,,1,99,5,,,,1,1,17023,,,,5,23,300,1,,,,,,,,,,,,,,,,,,,,,,,,17352,,,,,,,,,,,,,,,,,,,,,,2065,,1,
60200811,s==13|Vô视 phòng ngự,s==101|Lần tấn công tiếp theo của người mang trạng thái này có hiệu quả bỏ qua phòng ngự， không thể giải trừ,,1,1,-1,,,,1,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17112,,,,,,,,,,,,,,,,,,,,,,,,1,
101011,s==10| kháng bạo,s==53|Tăng kháng bạo 5%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,500,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101021,s==10| kháng bạo,s==53|Tăng kháng bạo 6%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,600,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101031,s==10| kháng bạo,s==53|Tăng kháng bạo 7%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,700,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101041,s==10| kháng bạo,s==53|Tăng kháng bạo 8%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,800,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101051,s==10| kháng bạo,s==53|Tăng kháng bạo 9%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,900,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101061,s==10| kháng bạo,s==54|Tăng kháng bạo 10%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,1000,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101071,s==10| kháng bạo,s==54|Tăng kháng bạo 11%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,1100,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101081,s==10| kháng bạo,s==54|Tăng kháng bạo 12%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,1200,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101091,s==10| kháng bạo,s==54|Tăng kháng bạo 13%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,1300,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101101,s==10| kháng bạo,s==54|Tăng kháng bạo 14%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,1400,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101111,s==10| kháng bạo,s==54|Tăng kháng bạo 15%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,1500,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111011,s==10| kháng bạo,s==55|Tăng kháng bạo 2.5%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,250,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111021,s==10| kháng bạo,s==53|Tăng kháng bạo 3%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,300,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111031,s==10| kháng bạo,s==55|Tăng kháng bạo 3.5%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,350,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111041,s==10| kháng bạo,s==53|Tăng kháng bạo 4%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,400,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111051,s==10| kháng bạo,s==55|Tăng kháng bạo 4.5%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,450,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111061,s==10| kháng bạo,s==53|Tăng kháng bạo 5%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,500,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111071,s==10| kháng bạo,s==55|Tăng kháng bạo 5.5%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,550,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111081,s==10| kháng bạo,s==53|Tăng kháng bạo 6%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,600,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111091,s==10| kháng bạo,s==55|Tăng kháng bạo 6.5%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,650,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111101,s==10| kháng bạo,s==53|Tăng kháng bạo 7%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,700,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
111111,s==10| kháng bạo,s==55|Tăng kháng bạo 7.5%， duy trì 1 lượt， không thể giải trừ,,1,1,-1,,,,1,,17643,,,,5,7,750,0,,,,,,,,,,,,,,,,,,,,,,,,17114,,,,,300034,s==5|buff1,,,,,,,,,,,,,,,,110,,1,
101012,s==6|Trí ái,s==90|Nhận một tầng khiên bằng 10% sinh mệnh tối đa bản thân， duy trì 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,1,1000,1,2,1,1,1,1000,,,,,,,,,,,,,,,,,,,17207,300034,s==5|buff2,,,,,,,,,,,,,,,,,2,1,,319,,1,
611111,s==12|Bốc quẻ·Hung,s==47|Giảm miễn thương、 sát thương 3%， duy trì 2 lượt,,2,2,1,,,,,,77,,,,5,10,300,0,,,,,,,5,11,-300,1,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
611114,s==16|Bốc quẻ·Đại hung,s==160|Tướng mang trạng thái này giảm miễn thương、 sát thương 5%， kết thúc lượt chịu sát thương thực bằng 【công kích pháp sư * 50%】， duy trì 2 lượt， không thể giải trừ,,2,2,1,,,,1,,77,,,,5,10,500,0,,,,,,,5,11,-500,1,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
611115,s==7|Chú sát,s==127|Tướng mang trạng thái này kết thúc lượt chịu sát thương thực bằng 【công kích pháp sư * 50%】， duy trì 2 lượt， không thể giải trừ,,2,2,1,,,,1,,17304,,,,4,99,,1,1,1,2,1,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
611116,s==11|Sát thương ,s==35|Tăng sát thương 10%， duy trì 1 lượt,,1,1,-1,,,,,,17401,,,,5,10,1000,0,,,,,,,,,,,,,,,,,,,,,,,,17125,,,,,,,,,,,,,,,,,,,,,,109,,1,
1011511,s==9|Lưu huyết,s==127|Tướng mang trạng thái này kết thúc lượt mất đi sinh mệnh bằng 【công kích pháp sư * 20%】， duy trì 2 lượt， tối đa cộng dồn 5 tầng,,2,2,5,,,,,,17303,,,,4,99,,1,1,1,2,1,2000,,,,,,,,,,,,,,,,,,,17225,,,,,17,s==16|effect_liuxue_cx,,,,,,,,,,,,,4,,,327,1,1,
1011611,s==10|Thương Hàn,s==72|Người mang chịu sát thương tăng 10%， kéo dài 2 lượt， có thể chồng 5 tầng,,2,2,5,,,,,,81,,,,5,102,1000,0,,,,,,,,,,,,,,,,,,,,,,,,17303,,,,,,,,,,,,,,,,,,,,,,382,,1,
1011711,s==10|Điểm Nhiệt,s==115|Tướng mang trạng thái này kết thúc lượt chịu sát thương thực bằng 【công kích pháp sư * 30%】， tối đa cộng dồn 5 tầng,,2,2,5,,,,,,3,,,,4,99,,1,1,1,2,1,3000,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,1,
1011311,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,2000,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011321,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,2500,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011331,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,3000,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011341,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,3200,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011351,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,3400,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011361,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,3600,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011371,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,3800,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011381,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,4000,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011391,s==15|Âm Dương Hộ Thủ,s==170|Khi khiên biến mất hoặc bị phá hủy， sát thương đã hấp thụ chuyển hóa thành hồi phục chia đều cho toàn bộ tướng ta (chịu ảnh hưởng hồi phục、 tăng hồi phục)， duy trì 2 lượt,,1,2,-3,,,,1,,99,,,s==7|33:3-99,6,1,4200,1,3,11,1,1,10000,,,,,,,,,,,1,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,1,
1011410,s==6|Âm Phù,s==79|Miễn thương tăng 2%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,200,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011420,s==6|Âm Phù,s==79|Miễn thương tăng 3%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,300,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011430,s==6|Âm Phù,s==79|Miễn thương tăng 4%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,400,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011440,s==6|Âm Phù,s==81|Miễn thương tăng 4.2%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,420,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011450,s==6|Âm Phù,s==81|Miễn thương tăng 4.4%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,440,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011460,s==6|Âm Phù,s==81|Miễn thương tăng 4.6%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,460,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011470,s==6|Âm Phù,s==81|Miễn thương tăng 4.8%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,480,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011480,s==6|Âm Phù,s==79|Miễn thương tăng 5%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,500,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011490,s==6|Âm Phù,s==81|Miễn thương tăng 5.2%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,156,,,,5,11,520,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,,,1,
1011411,s==9|Dương Phù,s==79|Pháp thương tăng 2%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,200,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011421,s==9|Dương Phù,s==79|Pháp thương tăng 3%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,300,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011431,s==9|Dương Phù,s==79|Pháp thương tăng 4%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,400,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011441,s==9|Dương Phù,s==81|Pháp thương tăng 4.2%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,420,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011451,s==9|Dương Phù,s==81|Pháp thương tăng 4.4%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,440,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011461,s==9|Dương Phù,s==81|Pháp thương tăng 4.6%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,460,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011471,s==9|Dương Phù,s==81|Pháp thương tăng 4.8%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,480,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011481,s==9|Dương Phù,s==79|Pháp thương tăng 5%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,500,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011491,s==9|Dương Phù,s==81|Pháp thương tăng 5.2%， có thể chồng 4 tầng， không thể giải trừ， duy trì toàn trận,,1,99,4,,,,1,1,19001,,,,5,13,520,0,,,,,,,,,,,,,,,,,,,,,,,,17119,,,,,,,,,,,,,,,,,,,,,,,,1,
1011412,s==10|Tru Tà Chú,s==72|Giảm tấn công、 bạo kích、 né tránh 3%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,300,1,3,1,2,1,300,,5,5,300,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011422,s==10|Tru Tà Chú,s==72|Giảm tấn công、 bạo kích、 né tránh 4%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,400,1,3,1,2,1,400,,5,5,400,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011432,s==10|Tru Tà Chú,s==72|Giảm tấn công、 bạo kích、 né tránh 5%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,500,1,3,1,2,1,500,,5,5,500,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011442,s==10|Tru Tà Chú,s==74|Giảm tấn công、 bạo kích、 né tránh 5.1%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,510,1,3,1,2,1,510,,5,5,510,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011452,s==10|Tru Tà Chú,s==74|Giảm tấn công、 bạo kích、 né tránh 5.2%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,520,1,3,1,2,1,520,,5,5,520,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011462,s==10|Tru Tà Chú,s==74|Giảm tấn công、 bạo kích、 né tránh 5.3%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,530,1,3,1,2,1,530,,5,5,530,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011472,s==10|Tru Tà Chú,s==74|Giảm tấn công、 bạo kích、 né tránh 5.4%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,540,1,3,1,2,1,540,,5,5,540,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011482,s==10|Tru Tà Chú,s==74|Giảm tấn công、 bạo kích、 né tránh 5.5%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,550,1,3,1,2,1,550,,5,5,550,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011492,s==10|Tru Tà Chú,s==74|Giảm tấn công、 bạo kích、 né tránh 5.6%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,77,,,,5,2,560,1,3,1,2,1,560,,5,5,560,0,,,,,,2,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,1,
1011413,s==13|Giảm né tránh,s==52|Né tránh giảm 3%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011423,s==13|Giảm né tránh,s==52|Né tránh giảm 4%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011433,s==13|Giảm né tránh,s==52|Né tránh giảm 5%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011443,s==13|Giảm né tránh,s==54|Né tránh giảm 5.1%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,510,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011453,s==13|Giảm né tránh,s==54|Né tránh giảm 5.2%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,520,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011463,s==13|Giảm né tránh,s==54|Né tránh giảm 5.3%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,530,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011473,s==13|Giảm né tránh,s==54|Né tránh giảm 5.4%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,540,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011483,s==13|Giảm né tránh,s==54|Né tránh giảm 5.5%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,550,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011493,s==13|Giảm né tránh,s==54|Né tránh giảm 5.6%， duy trì 6 lượt， không thể giải trừ,,2,6,1,,,,1,,17633,,,,5,9,560,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,1,
1011810,s==16|Bát Môn Độn Giáp,s==231|Tăng pháp thuật thương tổn、 miễn thương pháp thuật 6%； khi tướng ta chịu bạo kích， Hồn Tả Từ có 100% xác suất phát động 1 lần công kích thường lên địch， hiệu quả này mỗi lượt tối đa kích hoạt 3 lần； duy trì 2 lượt， hồi chiêu 4 lượt,,1,2,1,,,,1,1,77,,,,5,13,600,0,,,,,,,5,15,600,1,,,,,,,,,,,,,,17110,,,,,,,,,,,,,,,,,,,,,,,,1,
1011313,s==20| sát thương bạo kích,s==65|Tăng thương tổn， bạo kích 10%， duy trì 1 lượt， không thể giải trừ,,1,1,1,,,,,,77,,,,5,10,1000,0,,,,,,,5,5,1000,0,,,,,,,,,,,,,,17102,,,,,,,,,,,,,,,,,,,,,,,,1,
